Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='158', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='5841352721618', code=None, date=datetime.datetime(2024, 1, 1, 2, 5, 1), service='ДТ-Зим', sum=56240, volume=760)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='111', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='5841352721618', code=None, date=datetime.datetime(2024, 2, 3, 23, 55, 26), service='АИ-95', sum=30030, volume=390)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='92', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='6237993619785', code=None, date=datetime.datetime(2024, 2, 4, 3, 46, 34), service='АИ-95', sum=16590, volume=210)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='68', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='6237993619785', code=None, date=datetime.datetime(2024, 2, 4, 12, 46, 6), service='АИ-95', sum=28140, volume=420)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='302', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='7416021576238', code=None, date=datetime.datetime(2024, 2, 4, 13, 9, 24), service='ДТ', sum=49920, volume=640)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='692', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='6403076429836', code=None, date=datetime.datetime(2024, 2, 4, 15, 2, 51), service='ДТ-Зим', sum=10540, volume=170)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='495', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='6237993619785', code=None, date=datetime.datetime(2024, 2, 4, 19, 54, 45), service='ДТ-Зим', sum=12730, volume=190)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='586', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='5772283168759', code=None, date=datetime.datetime(2024, 2, 5, 1, 8, 6), service='ДТ', sum=15600, volume=200)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='539', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='5841352721618', code=None, date=datetime.datetime(2024, 2, 5, 3, 12, 25), service='ДТ-Зим', sum=8580, volume=110)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='537', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='5550970620959', code=None, date=datetime.datetime(2024, 2, 5, 8, 29, 59), service='ДТ-Зим', sum=29440, volume=460)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='129', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='7416021576238', code=None, date=datetime.datetime(2024, 2, 5, 14, 29, 53), service='АИ-92', sum=34160, volume=560)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='661', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='5841352721618', code=None, date=datetime.datetime(2024, 2, 5, 15, 8, 21), service='АИ-92', sum=9480, volume=120)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='249', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='6237993619785', code=None, date=datetime.datetime(2024, 2, 5, 18, 34, 58), service='АИ-95', sum=57750, volume=770)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='360', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='5550970620959', code=None, date=datetime.datetime(2024, 2, 5, 19, 50, 8), service='АИ-95', sum=60060, volume=770)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='9', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='3980773458069', code=None, date=datetime.datetime(2024, 2, 6, 3, 17, 51), service='АИ-92', sum=26460, volume=420)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='406', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='7416021576238', code=None, date=datetime.datetime(2024, 2, 6, 6, 45, 36), service='АИ-92', sum=64000, volume=800)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='284', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='5841352721618', code=None, date=datetime.datetime(2024, 2, 6, 12, 25, 25), service='АИ-95', sum=36720, volume=510)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='284', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='5841352721618', code=None, date=datetime.datetime(2024, 2, 6, 12, 53, 37), service='АИ-95', sum=-1868, volume=-26)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='423', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='5550970620959', code=None, date=datetime.datetime(2024, 2, 6, 13, 30, 14), service='ДТ-Зим', sum=38500, volume=550)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='172', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='5841352721618', code=None, date=datetime.datetime(2024, 2, 6, 13, 51, 21), service='ДТ', sum=13320, volume=180)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='658', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='3213798238281', code=None, date=datetime.datetime(2024, 2, 6, 17, 8, 17), service='ДТ', sum=13650, volume=210)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='438', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='5841352721618', code=None, date=datetime.datetime(2024, 2, 6, 18, 25, 42), service='АИ-95', sum=47570, volume=710)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='456', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='3213798238281', code=None, date=datetime.datetime(2024, 2, 6, 22, 42, 24), service='АИ-92', sum=31570, volume=410)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='156', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='5550970620959', code=None, date=datetime.datetime(2024, 2, 7, 8, 4, 37), service='АИ-95', sum=31200, volume=390)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='2063', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='6237993619785', code=None, date=datetime.datetime(2024, 2, 7, 10, 24, 52), service='ДТ-Зим', sum=48190, volume=610)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='667', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='6237993619785', code=None, date=datetime.datetime(2024, 2, 7, 11, 2, 32), service='ДТ-Зим', sum=40320, volume=640)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='349', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='3980773458069', code=None, date=datetime.datetime(2024, 2, 7, 13, 24, 1), service='АИ-95', sum=23120, volume=340)
Transaction(credential=Credential(url='https://test-app.avtoversant.ru', login='test', password='v78ilRB63Y1b', token='eyJpdiI6ImFxZVRXUWlpdmVTTHJMWXI2WVRRbmc9PSIsInZhbHVlIjoiT2taV2djQkhPSm1sak9TZDJRQVdTWFhVckhmbi8wanJnb3Q0S2RoVCtlcjV6eHdNdHhWbXl5NXBDN3M2Z29FWmtXaEpSVGVpdFFxTS85bE84TTg0d2hTRC9LdGl2L3RmMWRWK01JL2V3NG1QMEZzeExkUGdYdmJWNDlMUVczRHoiLCJtYWMiOiI3ZjUzMGJiZTY3MTNkZmU5YjAyNWQ4MzJhYWM2Mzc4MWE4MjU2ZjdjYzJlMzNmZTMyY2NlYjBjN2FjNjI4NTE0IiwidGFnIjoiIn0%3D', contracts='001,003'), station=Station(code='359', name=None, brand=None, point=Point(lat=0, lng=0), address=None), card='7416021576238', code=None, date=datetime.datetime(2024, 2, 7, 16, 5, 50), service='ДТ', sum=49700, volume=700)
